date;state;country;confirmed
2020-02-07;Martinique;France;0
2020-02-07;Mayotte;France;0
2020-02-07;Montserrat;United Kingdom;0
2020-02-07;New Brunswick;Canada;0
2020-02-07;New Caledonia;France;0
2020-02-07;New South Wales;Australia;4
2020-02-07;Newfoundland and Labrador;Canada;0
2020-02-07;Ningxia;China;43
2020-02-07;Northern Territory;Australia;0
2020-02-07;Northwest Territories;Canada;0
2020-02-07;Nova Scotia;Canada;0
2020-02-07;Ontario;Canada;3
2020-02-07;Prince Edward Island;Canada;0
2020-02-07;Qinghai;China;18
2020-02-07;Quebec;Canada;0
2020-02-07;Queensland;Australia;5
2020-02-07;Recovered;Canada;0
2020-02-07;Reunion;France;0
2020-02-07;Saint Barthelemy;France;0
2020-02-07;Saint Pierre and Miquelon;France;0
2020-02-07;Saskatchewan;Canada;0
2020-02-07;Shaanxi;China;184
2020-02-07;Shandong;China;386
2020-02-07;Shanghai;China;277
2020-02-07;Shanxi;China;104
2020-02-07;Sichuan;China;344
2020-02-07;Sint Maarten;Netherlands;0
2020-02-07;South Australia;Australia;2
2020-02-07;St Martin;France;0
2020-02-07;Tasmania;Australia;0
2020-02-07;Tianjin;China;81
2020-02-07;Tibet;China;1
2020-02-07;Turks and Caicos Islands;United Kingdom;0
2020-02-07;Victoria;Australia;4
2020-02-07;Western Australia;Australia;0
2020-02-07;Xinjiang;China;39
2020-02-07;Yukon;Canada;0
2020-02-07;Yunnan;China;138
2020-02-07;Zhejiang;China;1006
2020-02-07;no;Afghanistan;0
2020-02-07;no;Albania;0
2020-02-07;no;Algeria;0
2020-02-07;no;Andorra;0
2020-02-07;no;Angola;0
2020-02-07;no;Antigua and Barbuda;0
2020-02-07;no;Argentina;0
2020-02-07;no;Armenia;0
2020-02-07;no;Austria;0
2020-02-07;no;Azerbaijan;0
2020-02-07;no;Bahamas;0
2020-02-07;no;Bahrain;0
2020-02-07;no;Bangladesh;0
2020-02-07;no;Barbados;0
2020-02-07;no;Belarus;0
2020-02-07;no;Belgium;1
2020-02-07;no;Belize;0
2020-02-07;no;Benin;0
2020-02-07;no;Bhutan;0
2020-02-07;no;Bolivia;0
2020-02-07;no;Bosnia and Herzegovina;0
2020-02-07;no;Botswana;0
2020-02-07;no;Brazil;0
2020-02-07;no;Brunei;0
2020-02-07;no;Bulgaria;0
2020-02-07;no;Burkina Faso;0
2020-02-07;no;Burma;0
2020-02-07;no;Burundi;0
2020-02-07;no;Cabo Verde;0
2020-02-07;no;Cambodia;1
2020-02-07;no;Cameroon;0
2020-02-07;no;Central African Republic;0
2020-02-07;no;Chad;0
2020-02-07;no;Chile;0
2020-02-07;no;Colombia;0
2020-02-07;no;Congo (Brazzaville);0
2020-02-07;no;Congo (Kinshasa);0
2020-02-07;no;Costa Rica;0
2020-02-07;no;Cote d'Ivoire;0
2020-02-07;no;Croatia;0
2020-02-07;no;Cuba;0
2020-02-07;no;Cyprus;0
2020-02-07;no;Czechia;0
2020-02-07;no;Denmark;0
2020-02-07;no;Diamond Princess;61
2020-02-07;no;Djibouti;0
2020-02-07;no;Dominica;0
2020-02-07;no;Dominican Republic;0
2020-02-07;no;Ecuador;0
2020-02-07;no;Egypt;0
2020-02-07;no;El Salvador;0
2020-02-07;no;Equatorial Guinea;0
2020-02-07;no;Eritrea;0
2020-02-07;no;Estonia;0
2020-02-07;no;Eswatini;0
2020-02-07;no;Ethiopia;0
2020-02-07;no;Fiji;0
2020-02-07;no;Finland;1
2020-02-07;no;France;6
2020-02-07;no;Gabon;0
2020-02-07;no;Gambia;0
2020-02-07;no;Georgia;0
2020-02-07;no;Germany;13
2020-02-07;no;Ghana;0
2020-02-07;no;Greece;0
2020-02-07;no;Grenada;0
2020-02-07;no;Guatemala;0
2020-02-07;no;Guinea;0
2020-02-07;no;Guinea-Bissau;0
2020-02-07;no;Guyana;0
2020-02-07;no;Haiti;0
2020-02-07;no;Holy See;0
2020-02-07;no;Honduras;0
2020-02-07;no;Hungary;0
2020-02-07;no;Iceland;0
2020-02-07;no;India;3
2020-02-07;no;Indonesia;0
2020-02-07;no;Iran;0
2020-02-07;no;Iraq;0
2020-02-07;no;Ireland;0
2020-02-07;no;Israel;0
2020-02-07;no;Italy;3
2020-02-07;no;Jamaica;0
2020-02-07;no;Japan;25
2020-02-07;no;Jordan;0
2020-02-07;no;Kazakhstan;0
2020-02-07;no;Kenya;0
2020-02-07;no;Korea, South;24
2020-02-07;no;Kosovo;0
2020-02-07;no;Kuwait;0
2020-02-07;no;Kyrgyzstan;0
2020-02-07;no;Laos;0
2020-02-07;no;Latvia;0
2020-02-07;no;Lebanon;0
2020-02-07;no;Liberia;0
2020-02-07;no;Libya;0
2020-02-07;no;Liechtenstein;0
2020-02-07;no;Lithuania;0
2020-02-07;no;Luxembourg;0
2020-02-07;no;MS Zaandam;0
2020-02-07;no;Madagascar;0
2020-02-07;no;Malawi;0
2020-02-07;no;Malaysia;12
2020-02-07;no;Maldives;0
2020-02-07;no;Mali;0
2020-02-07;no;Malta;0
2020-02-07;no;Mauritania;0
2020-02-07;no;Mauritius;0
2020-02-07;no;Mexico;0
2020-02-07;no;Moldova;0
2020-02-07;no;Monaco;0
2020-02-07;no;Mongolia;0
2020-02-07;no;Montenegro;0
2020-02-07;no;Morocco;0
2020-02-07;no;Mozambique;0
2020-02-07;no;Namibia;0
2020-02-07;no;Nepal;1
2020-02-07;no;Netherlands;0
2020-02-07;no;New Zealand;0
2020-02-07;no;Nicaragua;0
2020-02-07;no;Niger;0
2020-02-07;no;Nigeria;0
2020-02-07;no;North Macedonia;0
2020-02-07;no;Norway;0
2020-02-07;no;Oman;0
2020-02-07;no;Pakistan;0
2020-02-07;no;Panama;0
2020-02-07;no;Papua New Guinea;0
2020-02-07;no;Paraguay;0
2020-02-07;no;Peru;0
2020-02-07;no;Philippines;3
2020-02-07;no;Poland;0
2020-02-07;no;Portugal;0
2020-02-07;no;Qatar;0
2020-02-07;no;Romania;0
2020-02-07;no;Russia;2
2020-02-07;no;Rwanda;0
2020-02-07;no;Saint Kitts and Nevis;0
2020-02-07;no;Saint Lucia;0
2020-02-07;no;Saint Vincent and the Grenadines;0
2020-02-07;no;San Marino;0
2020-02-07;no;Sao Tome and Principe;0
2020-02-07;no;Saudi Arabia;0
2020-02-07;no;Senegal;0
2020-02-07;no;Serbia;0
2020-02-07;no;Seychelles;0
2020-02-07;no;Sierra Leone;0
2020-02-07;no;Singapore;30
2020-02-07;no;Slovakia;0
2020-02-07;no;Slovenia;0
2020-02-07;no;Somalia;0
2020-02-07;no;South Africa;0
2020-02-07;no;South Sudan;0
2020-02-07;no;Spain;1
2020-02-07;no;Sri Lanka;1
2020-02-07;no;Sudan;0
2020-02-07;no;Suriname;0
2020-02-07;no;Sweden;1
2020-02-07;no;Switzerland;0
2020-02-07;no;Syria;0
2020-02-07;no;Taiwan*;16
2020-02-07;no;Tanzania;0
2020-02-07;no;Thailand;25
2020-02-07;no;Timor-Leste;0
2020-02-07;no;Togo;0
2020-02-07;no;Trinidad and Tobago;0
2020-02-07;no;Tunisia;0
2020-02-07;no;Turkey;0
2020-02-07;no;US;11
2020-02-07;no;Uganda;0
2020-02-07;no;Ukraine;0
2020-02-07;no;United Arab Emirates;5
2020-02-07;no;United Kingdom;3
2020-02-07;no;Uruguay;0
2020-02-07;no;Uzbekistan;0
2020-02-07;no;Venezuela;0
2020-02-07;no;Vietnam;10
2020-02-07;no;West Bank and Gaza;0
2020-02-07;no;Western Sahara;0
2020-02-07;no;Yemen;0
2020-02-07;no;Zambia;0
2020-02-07;no;Zimbabwe;0
2020-02-08;Alberta;Canada;0
2020-02-08;Anguilla;United Kingdom;0
2020-02-08;Anhui;China;733
2020-02-08;Aruba;Netherlands;0
2020-02-08;Australian Capital Territory;Australia;0
2020-02-08;Beijing;China;315
2020-02-08;Bermuda;United Kingdom;0
2020-02-08;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-02-08;British Columbia;Canada;4
2020-02-08;British Virgin Islands;United Kingdom;0
2020-02-08;Cayman Islands;United Kingdom;0
2020-02-08;Channel Islands;United Kingdom;0
2020-02-08;Chongqing;China;428
2020-02-08;Curacao;Netherlands;0
2020-02-08;Diamond Princess;Canada;0
2020-02-08;Falkland Islands (Malvinas);United Kingdom;0
2020-02-08;Faroe Islands;Denmark;0
2020-02-08;French Guiana;France;0
2020-02-08;French Polynesia;France;0
2020-02-08;Fujian;China;239
2020-02-08;Gansu;China;79
2020-02-08;Gibraltar;United Kingdom;0
2020-02-08;Grand Princess;Canada;0
2020-02-08;Greenland;Denmark;0
2020-02-08;Guadeloupe;France;0
2020-02-08;Guangdong;China;1095
2020-02-08;Guangxi;China;183
2020-02-08;Guizhou;China;89
2020-02-08;Hainan;China;124
2020-02-08;Hebei;China;195
2020-02-08;Heilongjiang;China;295
2020-02-08;Henan;China;981
2020-02-08;Hong Kong;China;26
2020-02-08;Hubei;China;27100
2020-02-08;Hunan;China;803
2020-02-08;Inner Mongolia;China;52
2020-02-08;Isle of Man;United Kingdom;0
2020-02-08;Jiangsu;China;439
2020-02-08;Jiangxi;China;698
2020-02-08;Jilin;China;69
2020-02-08;Liaoning;China;105
2020-02-08;Macau;China;10
2020-02-08;Manitoba;Canada;0
2020-02-08;Martinique;France;0
2020-02-08;Mayotte;France;0
2020-02-08;Montserrat;United Kingdom;0
2020-02-08;New Brunswick;Canada;0
2020-02-08;New Caledonia;France;0
2020-02-08;New South Wales;Australia;4
2020-02-08;Newfoundland and Labrador;Canada;0
2020-02-08;Ningxia;China;45
2020-02-08;Northern Territory;Australia;0
2020-02-08;Northwest Territories;Canada;0
2020-02-08;Nova Scotia;Canada;0
2020-02-08;Ontario;Canada;3
2020-02-08;Prince Edward Island;Canada;0
2020-02-08;Qinghai;China;18
2020-02-08;Quebec;Canada;0
2020-02-08;Queensland;Australia;5
2020-02-08;Recovered;Canada;0
2020-02-08;Reunion;France;0
2020-02-08;Saint Barthelemy;France;0
2020-02-08;Saint Pierre and Miquelon;France;0
2020-02-08;Saskatchewan;Canada;0
2020-02-08;Shaanxi;China;195
2020-02-08;Shandong;China;416
2020-02-08;Shanghai;China;286
2020-02-08;Shanxi;China;115
2020-02-08;Sichuan;China;364
2020-02-08;Sint Maarten;Netherlands;0
2020-02-08;South Australia;Australia;2
2020-02-08;St Martin;France;0
2020-02-08;Tasmania;Australia;0
2020-02-08;Tianjin;China;88
2020-02-08;Tibet;China;1
2020-02-08;Turks and Caicos Islands;United Kingdom;0
2020-02-08;Victoria;Australia;4
2020-02-08;Western Australia;Australia;0
2020-02-08;Xinjiang;China;42
2020-02-08;Yukon;Canada;0
2020-02-08;Yunnan;China;138
2020-02-08;Zhejiang;China;1048
2020-02-08;no;Afghanistan;0
2020-02-08;no;Albania;0
2020-02-08;no;Algeria;0
2020-02-08;no;Andorra;0
2020-02-08;no;Angola;0
2020-02-08;no;Antigua and Barbuda;0
2020-02-08;no;Argentina;0
2020-02-08;no;Armenia;0
2020-02-08;no;Austria;0
2020-02-08;no;Azerbaijan;0
2020-02-08;no;Bahamas;0
2020-02-08;no;Bahrain;0
2020-02-08;no;Bangladesh;0
2020-02-08;no;Barbados;0
2020-02-08;no;Belarus;0
2020-02-08;no;Belgium;1
2020-02-08;no;Belize;0
2020-02-08;no;Benin;0
2020-02-08;no;Bhutan;0
2020-02-08;no;Bolivia;0
2020-02-08;no;Bosnia and Herzegovina;0
2020-02-08;no;Botswana;0
2020-02-08;no;Brazil;0
2020-02-08;no;Brunei;0
2020-02-08;no;Bulgaria;0
2020-02-08;no;Burkina Faso;0
2020-02-08;no;Burma;0
2020-02-08;no;Burundi;0
2020-02-08;no;Cabo Verde;0
2020-02-08;no;Cambodia;1
2020-02-08;no;Cameroon;0
2020-02-08;no;Central African Republic;0
2020-02-08;no;Chad;0
2020-02-08;no;Chile;0
2020-02-08;no;Colombia;0
2020-02-08;no;Congo (Brazzaville);0
2020-02-08;no;Congo (Kinshasa);0
2020-02-08;no;Costa Rica;0
2020-02-08;no;Cote d'Ivoire;0
2020-02-08;no;Croatia;0
2020-02-08;no;Cuba;0
2020-02-08;no;Cyprus;0
2020-02-08;no;Czechia;0
2020-02-08;no;Denmark;0
2020-02-08;no;Diamond Princess;61
2020-02-08;no;Djibouti;0
2020-02-08;no;Dominica;0
2020-02-08;no;Dominican Republic;0
2020-02-08;no;Ecuador;0
2020-02-08;no;Egypt;0
2020-02-08;no;El Salvador;0
2020-02-08;no;Equatorial Guinea;0
2020-02-08;no;Eritrea;0
2020-02-08;no;Estonia;0
2020-02-08;no;Eswatini;0
2020-02-08;no;Ethiopia;0
2020-02-08;no;Fiji;0
2020-02-08;no;Finland;1
2020-02-08;no;France;11
2020-02-08;no;Gabon;0
2020-02-08;no;Gambia;0
2020-02-08;no;Georgia;0
2020-02-08;no;Germany;13
2020-02-08;no;Ghana;0
2020-02-08;no;Greece;0
2020-02-08;no;Grenada;0
2020-02-08;no;Guatemala;0
2020-02-08;no;Guinea;0
2020-02-08;no;Guinea-Bissau;0
2020-02-08;no;Guyana;0
2020-02-08;no;Haiti;0
2020-02-08;no;Holy See;0
2020-02-08;no;Honduras;0
2020-02-08;no;Hungary;0
2020-02-08;no;Iceland;0
2020-02-08;no;India;3
2020-02-08;no;Indonesia;0
2020-02-08;no;Iran;0
2020-02-08;no;Iraq;0
2020-02-08;no;Ireland;0
2020-02-08;no;Israel;0
2020-02-08;no;Italy;3
2020-02-08;no;Jamaica;0
2020-02-08;no;Japan;25
2020-02-08;no;Jordan;0
2020-02-08;no;Kazakhstan;0
2020-02-08;no;Kenya;0
2020-02-08;no;Korea, South;24
2020-02-08;no;Kosovo;0
2020-02-08;no;Kuwait;0
2020-02-08;no;Kyrgyzstan;0
2020-02-08;no;Laos;0
2020-02-08;no;Latvia;0
2020-02-08;no;Lebanon;0
2020-02-08;no;Liberia;0
2020-02-08;no;Libya;0
2020-02-08;no;Liechtenstein;0
2020-02-08;no;Lithuania;0
2020-02-08;no;Luxembourg;0
2020-02-08;no;MS Zaandam;0
2020-02-08;no;Madagascar;0
2020-02-08;no;Malawi;0
2020-02-08;no;Malaysia;16
2020-02-08;no;Maldives;0
2020-02-08;no;Mali;0
2020-02-08;no;Malta;0
2020-02-08;no;Mauritania;0
2020-02-08;no;Mauritius;0
2020-02-08;no;Mexico;0
2020-02-08;no;Moldova;0
2020-02-08;no;Monaco;0
2020-02-08;no;Mongolia;0
2020-02-08;no;Montenegro;0
2020-02-08;no;Morocco;0
2020-02-08;no;Mozambique;0
2020-02-08;no;Namibia;0
2020-02-08;no;Nepal;1
2020-02-08;no;Netherlands;0
2020-02-08;no;New Zealand;0
2020-02-08;no;Nicaragua;0
2020-02-08;no;Niger;0
2020-02-08;no;Nigeria;0
2020-02-08;no;North Macedonia;0
2020-02-08;no;Norway;0
2020-02-08;no;Oman;0
2020-02-08;no;Pakistan;0
2020-02-08;no;Panama;0
2020-02-08;no;Papua New Guinea;0
2020-02-08;no;Paraguay;0
2020-02-08;no;Peru;0
2020-02-08;no;Philippines;3
2020-02-08;no;Poland;0
2020-02-08;no;Portugal;0
2020-02-08;no;Qatar;0
2020-02-08;no;Romania;0
2020-02-08;no;Russia;2
2020-02-08;no;Rwanda;0
2020-02-08;no;Saint Kitts and Nevis;0
2020-02-08;no;Saint Lucia;0
2020-02-08;no;Saint Vincent and the Grenadines;0
2020-02-08;no;San Marino;0
2020-02-08;no;Sao Tome and Principe;0
2020-02-08;no;Saudi Arabia;0
2020-02-08;no;Senegal;0
2020-02-08;no;Serbia;0
2020-02-08;no;Seychelles;0
2020-02-08;no;Sierra Leone;0
2020-02-08;no;Singapore;33
2020-02-08;no;Slovakia;0
2020-02-08;no;Slovenia;0
2020-02-08;no;Somalia;0
2020-02-08;no;South Africa;0
2020-02-08;no;South Sudan;0
2020-02-08;no;Spain;1
2020-02-08;no;Sri Lanka;1
2020-02-08;no;Sudan;0
2020-02-08;no;Suriname;0
2020-02-08;no;Sweden;1
2020-02-08;no;Switzerland;0
2020-02-08;no;Syria;0
2020-02-08;no;Taiwan*;17
2020-02-08;no;Tanzania;0
2020-02-08;no;Thailand;32
2020-02-08;no;Timor-Leste;0
2020-02-08;no;Togo;0
2020-02-08;no;Trinidad and Tobago;0
2020-02-08;no;Tunisia;0
2020-02-08;no;Turkey;0
2020-02-08;no;US;11
2020-02-08;no;Uganda;0
2020-02-08;no;Ukraine;0
2020-02-08;no;United Arab Emirates;7
2020-02-08;no;United Kingdom;3
2020-02-08;no;Uruguay;0
2020-02-08;no;Uzbekistan;0
2020-02-08;no;Venezuela;0
2020-02-08;no;Vietnam;13
2020-02-08;no;West Bank and Gaza;0
2020-02-08;no;Western Sahara;0
2020-02-08;no;Yemen;0
2020-02-08;no;Zambia;0
2020-02-08;no;Zimbabwe;0
2020-02-09;Alberta;Canada;0
2020-02-09;Anguilla;United Kingdom;0
2020-02-09;Anhui;China;779
2020-02-09;Aruba;Netherlands;0
2020-02-09;Australian Capital Territory;Australia;0
2020-02-09;Beijing;China;326
2020-02-09;Bermuda;United Kingdom;0
2020-02-09;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-02-09;British Columbia;Canada;4
2020-02-09;British Virgin Islands;United Kingdom;0
2020-02-09;Cayman Islands;United Kingdom;0
2020-02-09;Channel Islands;United Kingdom;0
2020-02-09;Chongqing;China;468
2020-02-09;Curacao;Netherlands;0
2020-02-09;Diamond Princess;Canada;0
2020-02-09;Falkland Islands (Malvinas);United Kingdom;0
2020-02-09;Faroe Islands;Denmark;0
2020-02-09;French Guiana;France;0
2020-02-09;French Polynesia;France;0
2020-02-09;Fujian;China;250
2020-02-09;Gansu;China;83
2020-02-09;Gibraltar;United Kingdom;0
2020-02-09;Grand Princess;Canada;0
2020-02-09;Greenland;Denmark;0
2020-02-09;Guadeloupe;France;0
2020-02-09;Guangdong;China;1131
2020-02-09;Guangxi;China;195
2020-02-09;Guizhou;China;99
2020-02-09;Hainan;China;131
2020-02-09;Hebei;China;206
2020-02-09;Heilongjiang;China;307
2020-02-09;Henan;China;1033
2020-02-09;Hong Kong;China;29
2020-02-09;Hubei;China;29631
2020-02-09;Hunan;China;838
2020-02-09;Inner Mongolia;China;54
2020-02-09;Isle of Man;United Kingdom;0
2020-02-09;Jiangsu;China;468
2020-02-09;Jiangxi;China;740
2020-02-09;Jilin;China;78
2020-02-09;Liaoning;China;107
2020-02-09;Macau;China;10
2020-02-09;Manitoba;Canada;0
2020-02-09;Martinique;France;0
2020-02-09;Mayotte;France;0
2020-02-09;Montserrat;United Kingdom;0
2020-02-09;New Brunswick;Canada;0
2020-02-09;New Caledonia;France;0
2020-02-09;New South Wales;Australia;4
2020-02-09;Newfoundland and Labrador;Canada;0
2020-02-09;Ningxia;China;45
2020-02-09;Northern Territory;Australia;0
2020-02-09;Northwest Territories;Canada;0
2020-02-09;Nova Scotia;Canada;0
2020-02-09;Ontario;Canada;3
2020-02-09;Prince Edward Island;Canada;0
2020-02-09;Qinghai;China;18
2020-02-09;Quebec;Canada;0
2020-02-09;Queensland;Australia;5
2020-02-09;Recovered;Canada;0
2020-02-09;Reunion;France;0
2020-02-09;Saint Barthelemy;France;0
2020-02-09;Saint Pierre and Miquelon;France;0
2020-02-09;Saskatchewan;Canada;0
2020-02-09;Shaanxi;China;208
2020-02-09;Shandong;China;444
2020-02-09;Shanghai;China;293
2020-02-09;Shanxi;China;119
2020-02-09;Sichuan;China;386
2020-02-09;Sint Maarten;Netherlands;0
2020-02-09;South Australia;Australia;2
2020-02-09;St Martin;France;0
2020-02-09;Tasmania;Australia;0
2020-02-09;Tianjin;China;91
2020-02-09;Tibet;China;1
2020-02-09;Turks and Caicos Islands;United Kingdom;0
2020-02-09;Victoria;Australia;4
2020-02-09;Western Australia;Australia;0
2020-02-09;Xinjiang;China;45
2020-02-09;Yukon;Canada;0
2020-02-09;Yunnan;China;141
2020-02-09;Zhejiang;China;1075
2020-02-09;no;Afghanistan;0
2020-02-09;no;Albania;0
2020-02-09;no;Algeria;0
2020-02-09;no;Andorra;0
2020-02-09;no;Angola;0
2020-02-09;no;Antigua and Barbuda;0
2020-02-09;no;Argentina;0
2020-02-09;no;Armenia;0
2020-02-09;no;Austria;0
2020-02-09;no;Azerbaijan;0
2020-02-09;no;Bahamas;0
2020-02-09;no;Bahrain;0
2020-02-09;no;Bangladesh;0
2020-02-09;no;Barbados;0
2020-02-09;no;Belarus;0
2020-02-09;no;Belgium;1
2020-02-09;no;Belize;0
2020-02-09;no;Benin;0
2020-02-09;no;Bhutan;0
2020-02-09;no;Bolivia;0
2020-02-09;no;Bosnia and Herzegovina;0
2020-02-09;no;Botswana;0
2020-02-09;no;Brazil;0
2020-02-09;no;Brunei;0
2020-02-09;no;Bulgaria;0
2020-02-09;no;Burkina Faso;0
2020-02-09;no;Burma;0
2020-02-09;no;Burundi;0
2020-02-09;no;Cabo Verde;0
2020-02-09;no;Cambodia;1
2020-02-09;no;Cameroon;0
2020-02-09;no;Central African Republic;0
2020-02-09;no;Chad;0
2020-02-09;no;Chile;0
2020-02-09;no;Colombia;0
2020-02-09;no;Congo (Brazzaville);0
2020-02-09;no;Congo (Kinshasa);0
2020-02-09;no;Costa Rica;0
2020-02-09;no;Cote d'Ivoire;0
2020-02-09;no;Croatia;0
2020-02-09;no;Cuba;0
2020-02-09;no;Cyprus;0
2020-02-09;no;Czechia;0
2020-02-09;no;Denmark;0
2020-02-09;no;Diamond Princess;64
2020-02-09;no;Djibouti;0
2020-02-09;no;Dominica;0
2020-02-09;no;Dominican Republic;0
2020-02-09;no;Ecuador;0
2020-02-09;no;Egypt;0
2020-02-09;no;El Salvador;0
2020-02-09;no;Equatorial Guinea;0
2020-02-09;no;Eritrea;0
2020-02-09;no;Estonia;0
2020-02-09;no;Eswatini;0
2020-02-09;no;Ethiopia;0
2020-02-09;no;Fiji;0
2020-02-09;no;Finland;1
2020-02-09;no;France;11
2020-02-09;no;Gabon;0
2020-02-09;no;Gambia;0
2020-02-09;no;Georgia;0
2020-02-09;no;Germany;14
2020-02-09;no;Ghana;0
2020-02-09;no;Greece;0
2020-02-09;no;Grenada;0
2020-02-09;no;Guatemala;0
2020-02-09;no;Guinea;0
2020-02-09;no;Guinea-Bissau;0
2020-02-09;no;Guyana;0
2020-02-09;no;Haiti;0
2020-02-09;no;Holy See;0
2020-02-09;no;Honduras;0
2020-02-09;no;Hungary;0
2020-02-09;no;Iceland;0
2020-02-09;no;India;3
2020-02-09;no;Indonesia;0
2020-02-09;no;Iran;0
2020-02-09;no;Iraq;0
2020-02-09;no;Ireland;0
2020-02-09;no;Israel;0
2020-02-09;no;Italy;3
2020-02-09;no;Jamaica;0
2020-02-09;no;Japan;26
2020-02-09;no;Jordan;0
2020-02-09;no;Kazakhstan;0
2020-02-09;no;Kenya;0
2020-02-09;no;Korea, South;25
2020-02-09;no;Kosovo;0
2020-02-09;no;Kuwait;0
2020-02-09;no;Kyrgyzstan;0
2020-02-09;no;Laos;0
2020-02-09;no;Latvia;0
2020-02-09;no;Lebanon;0
2020-02-09;no;Liberia;0
2020-02-09;no;Libya;0
2020-02-09;no;Liechtenstein;0
2020-02-09;no;Lithuania;0
2020-02-09;no;Luxembourg;0
2020-02-09;no;MS Zaandam;0
2020-02-09;no;Madagascar;0
2020-02-09;no;Malawi;0
2020-02-09;no;Malaysia;16
2020-02-09;no;Maldives;0
2020-02-09;no;Mali;0
2020-02-09;no;Malta;0
2020-02-09;no;Mauritania;0
2020-02-09;no;Mauritius;0
2020-02-09;no;Mexico;0
2020-02-09;no;Moldova;0
2020-02-09;no;Monaco;0
2020-02-09;no;Mongolia;0
2020-02-09;no;Montenegro;0
2020-02-09;no;Morocco;0
2020-02-09;no;Mozambique;0
2020-02-09;no;Namibia;0
2020-02-09;no;Nepal;1
2020-02-09;no;Netherlands;0
2020-02-09;no;New Zealand;0
2020-02-09;no;Nicaragua;0
2020-02-09;no;Niger;0
2020-02-09;no;Nigeria;0
2020-02-09;no;North Macedonia;0
2020-02-09;no;Norway;0
2020-02-09;no;Oman;0
2020-02-09;no;Pakistan;0
2020-02-09;no;Panama;0
2020-02-09;no;Papua New Guinea;0
2020-02-09;no;Paraguay;0
2020-02-09;no;Peru;0
2020-02-09;no;Philippines;3
2020-02-09;no;Poland;0
2020-02-09;no;Portugal;0
2020-02-09;no;Qatar;0
2020-02-09;no;Romania;0
2020-02-09;no;Russia;2
2020-02-09;no;Rwanda;0
2020-02-09;no;Saint Kitts and Nevis;0
2020-02-09;no;Saint Lucia;0
2020-02-09;no;Saint Vincent and the Grenadines;0
2020-02-09;no;San Marino;0
2020-02-09;no;Sao Tome and Principe;0
2020-02-09;no;Saudi Arabia;0
2020-02-09;no;Senegal;0
2020-02-09;no;Serbia;0
2020-02-09;no;Seychelles;0
2020-02-09;no;Sierra Leone;0
2020-02-09;no;Singapore;40
2020-02-09;no;Slovakia;0
2020-02-09;no;Slovenia;0
2020-02-09;no;Somalia;0
2020-02-09;no;South Africa;0
2020-02-09;no;South Sudan;0
2020-02-09;no;Spain;2
2020-02-09;no;Sri Lanka;1
2020-02-09;no;Sudan;0
2020-02-09;no;Suriname;0
2020-02-09;no;Sweden;1
2020-02-09;no;Switzerland;0
2020-02-09;no;Syria;0
2020-02-09;no;Taiwan*;18
2020-02-09;no;Tanzania;0
2020-02-09;no;Thailand;32
2020-02-09;no;Timor-Leste;0
2020-02-09;no;Togo;0
2020-02-09;no;Trinidad and Tobago;0
2020-02-09;no;Tunisia;0
2020-02-09;no;Turkey;0
2020-02-09;no;US;11
2020-02-09;no;Uganda;0
2020-02-09;no;Ukraine;0
2020-02-09;no;United Arab Emirates;7
2020-02-09;no;United Kingdom;3
2020-02-09;no;Uruguay;0
2020-02-09;no;Uzbekistan;0
2020-02-09;no;Venezuela;0
2020-02-09;no;Vietnam;13
2020-02-09;no;West Bank and Gaza;0
2020-02-09;no;Western Sahara;0
2020-02-09;no;Yemen;0
2020-02-09;no;Zambia;0
2020-02-09;no;Zimbabwe;0
2020-02-10;Alberta;Canada;0
2020-02-10;Anguilla;United Kingdom;0
2020-02-10;Anhui;China;830
2020-02-10;Aruba;Netherlands;0
2020-02-10;Australian Capital Territory;Australia;0
2020-02-10;Beijing;China;337
2020-02-10;Bermuda;United Kingdom;0
2020-02-10;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-02-10;British Columbia;Canada;4
2020-02-10;British Virgin Islands;United Kingdom;0
2020-02-10;Cayman Islands;United Kingdom;0
2020-02-10;Channel Islands;United Kingdom;0
2020-02-10;Chongqing;China;486
2020-02-10;Curacao;Netherlands;0
2020-02-10;Diamond Princess;Canada;0
2020-02-10;Falkland Islands (Malvinas);United Kingdom;0
2020-02-10;Faroe Islands;Denmark;0
2020-02-10;French Guiana;France;0
2020-02-10;French Polynesia;France;0
2020-02-10;Fujian;China;261
2020-02-10;Gansu;China;83
2020-02-10;Gibraltar;United Kingdom;0
2020-02-10;Grand Princess;Canada;0
2020-02-10;Greenland;Denmark;0
2020-02-10;Guadeloupe;France;0
2020-02-10;Guangdong;China;1159
2020-02-10;Guangxi;China;210
2020-02-10;Guizhou;China;109
2020-02-10;Hainan;China;138
2020-02-10;Hebei;China;218
2020-02-10;Heilongjiang;China;331
2020-02-10;Henan;China;1073
2020-02-10;Hong Kong;China;38
2020-02-10;Hubei;China;31728
2020-02-10;Hunan;China;879
2020-02-10;Inner Mongolia;China;58
2020-02-10;Isle of Man;United Kingdom;0
2020-02-10;Jiangsu;China;492
2020-02-10;Jiangxi;China;771
2020-02-10;Jilin;China;80
2020-02-10;Liaoning;China;108
2020-02-10;Macau;China;10
2020-02-10;Manitoba;Canada;0
2020-02-10;Martinique;France;0
